   ,word       ,x                   ,y                   ,count,part_of_speech
270,see        ,-7.5395188331604    ,-16.418067932128906 ,86   ,VBP
271,who        ,5.422860145568848   ,-9.636006355285645  ,485  ,WP
272,out        ,-8.464577674865723  ,-1.2043789625167847 ,332  ,IN
273,room       ,5.1928815841674805  ,7.6414103507995605  ,51   ,NN
274,does       ,-5.5542120933532715 ,-23.157058715820312 ,141  ,VBZ
275,all        ,1.3848322629928589  ,-4.3999857902526855 ,176  ,RB
276,always     ,-0.6506648659706116 ,-6.19180965423584   ,174  ,RB
277,brought    ,20.53441047668457   ,1.4361213445663452  ,64   ,VBD
278,away       ,-10.810948371887207 ,-4.028167247772217  ,172  ,RB
279,seeing     ,-9.568352699279785  ,17.86471176147461   ,31   ,VBG
280,only       ,-0.5856603980064392 ,-6.534785747528076  ,206  ,RB
281,see        ,-15.548182487487793 ,-12.373444557189941 ,332  ,VB
282,back       ,-10.718562126159668 ,-3.1751232147216797 ,271  ,RB
283,—it        ,-19.26923942565918  ,11.596841812133789  ,36   ,NNP
284,suddenly   ,16.971961975097656  ,12.021524429321289  ,39   ,RB
285,arm        ,3.4446072578430176  ,19.23212242126465   ,53   ,NN
286,walked     ,19.10291290283203   ,4.614181995391846   ,77   ,VBD
287,round      ,-7.687377452850342  ,-2.488342523574829  ,96   ,IN
288,more       ,-7.607351303100586  ,-10.091214179992676 ,164  ,JJR
289,than       ,4.121821403503418   ,-7.949239730834961  ,169  ,IN
290,any        ,2.168959379196167   ,-5.741541862487793  ,189  ,DT
291,cold       ,-6.702033519744873  ,0.21001948416233063 ,59   ,JJ
292,tell       ,-17.234033584594727 ,-15.2000150680542   ,142  ,VB
293,or         ,6.7943596839904785  ,-6.020361423492432  ,953  ,CC
294,some       ,1.7553057670593262  ,-5.777222633361816  ,310  ,DT
295,other      ,5.710266590118408   ,-13.971193313598633 ,320  ,JJ
296,together   ,2.3679370880126953  ,8.886480331420898   ,58   ,RB
297,might      ,-7.826707363128662  ,-23.721786499023438 ,178  ,MD
298,having     ,1.2987092733383179  ,4.727728843688965   ,116  ,VBG
299,only       ,3.3770062923431396  ,-14.04093074798584  ,44   ,JJ
300,more       ,-7.179927349090576  ,-9.721745491027832  ,152  ,RBR
301,up         ,-10.030144691467285 ,15.312579154968262  ,60   ,IN
302,nose       ,1.0763945579528809  ,17.491884231567383  ,65   ,NN
303,makes      ,-0.04255789518356323,-18.248184204101562 ,44   ,VBZ
304,bring      ,-19.107240676879883 ,-9.774542808532715  ,40   ,VB
305,worse      ,-8.397960662841797  ,-10.680486679077148 ,31   ,JJR
306,young      ,3.0524377822875977  ,-10.30074405670166  ,189  ,JJ
307,their      ,7.062170028686523   ,8.462761878967285   ,719  ,PRP$
308,laughter   ,-1.757241129875183  ,8.39030933380127    ,30   ,NN
