   ,word       ,x                  ,y                  ,count,part_of_speech
162,poor       ,-91.38158416748047 ,62.27276611328125  ,42   ,JJ
163,could      ,-18.168306350708008,97.52552795410156  ,197  ,MD
164,eyes       ,-10.321147918701172,119.28047943115234 ,104  ,NNS
165,gentle     ,24.757858276367188 ,-47.79911422729492 ,35   ,JJ
166,as         ,52.569950103759766 ,-28.96346664428711 ,48   ,RB
167,like       ,154.1758575439453  ,30.474262237548828 ,57   ,IN
168,too        ,60.64701461791992  ,-17.172565460205078,30   ,RB
169,still      ,-71.7569351196289  ,-105.81063079833984,68   ,RB
170,more       ,48.99381637573242  ,-63.78498458862305 ,45   ,JJR
171,affection  ,-173.04217529296875,70.13865661621094  ,40   ,NN
172,nor        ,64.39347076416016  ,-77.9966812133789  ,35   ,CC
173,feelings   ,32.32015609741211  ,21.47382926940918  ,76   ,NNS
174,human      ,46.577392578125    ,-163.32672119140625,53   ,JJ
175,nature     ,156.04598999023438 ,-84.41841125488281 ,49   ,NN
176,first      ,11.817939758300781 ,-76.34110260009766 ,50   ,RB
177,him        ,-7.4336442947387695,-23.192903518676758,222  ,PRP
178,made       ,-22.109533309936523,60.85316467285156  ,40   ,VBD
179,very       ,28.8399600982666   ,-140.65919494628906,59   ,RB
180,passed     ,-70.56995391845703 ,65.77088165283203  ,41   ,VBD
181,heard      ,-143.13922119140625,100.89952850341797 ,42   ,VBD
182,being      ,-33.00563049316406 ,14.251741409301758 ,55   ,VBG
183,manner     ,29.85369300842285  ,149.06634521484375 ,31   ,NN
184,happiness  ,29.661258697509766 ,-88.54782104492188 ,49   ,NN
185,her        ,-89.68206024169922 ,93.8428955078125   ,262  ,PRP$
186,young      ,-33.68482971191406 ,50.05719757080078  ,30   ,JJ
187,saw        ,-35.660640716552734,67.64591217041016  ,94   ,VBD
188,once       ,-5.671158790588379 ,63.79670715332031  ,31   ,RB
189,she        ,-90.88839721679688 ,81.1595230102539   ,255  ,PRP
190,her        ,-83.97964477539062 ,104.54437255859375 ,111  ,PRP
191,same       ,1.1291998624801636 ,-133.26089477539062,63   ,JJ
192,another    ,-26.585981369018555,-104.81714630126953,47   ,DT
193,then       ,50.553993225097656 ,12.593521118164062 ,109  ,RB
194,himself    ,-119.0995101928711 ,83.74612426757812  ,37   ,PRP
195,old        ,-42.32368850708008 ,40.62724304199219  ,50   ,JJ
196,found      ,-46.668087005615234,96.24124145507812  ,70   ,VBD
197,”          ,87.92118835449219  ,86.96602630615234  ,272  ,''
198,while      ,155.0948944091797  ,-28.755001068115234,67   ,IN
199,sensations ,68.45230865478516  ,2.4267771244049072 ,32   ,NNS
200,therefore  ,160.8643035888672  ,66.70828247070312  ,37   ,RB
201,should     ,108.33319091796875 ,11.212846755981445 ,153  ,MD
202,“          ,102.48577880859375 ,71.01338195800781  ,95   ,NNP
203,work       ,164.4950408935547  ,-4.40069580078125  ,31   ,NN
204,after      ,-118.17060089111328,35.082603454589844 ,72   ,IN
